"id","status","status_detail","build_country","build_year","flag_name","dead_weight","vessel_type"
77370,Active,In Service/Commission,South Korea,2007,Liberia,47786,Chemical/Oil Products Tanker
98276,Active,In Service/Commission,Japan,2016,Marshall Islands,19997,Crude/Oil Products Tanker
70300,Active,In Service/Commission,South Korea,2002,Liberia,319029,Crude Oil Tanker
77352,Active,In Service/Commission,China,2006,Indonesia,17112,Crude/Oil Products Tanker
66326,Active,In Service/Commission,France,2001,Cayman Islands,37059,Chemical/Oil Products Tanker
91867,Active,In Service/Commission,China,2014,Liberia,30345,Chemical/Oil Products Tanker
97512,Active,In Service/Commission,Romania,2016,Greece,113612,Crude/Oil Products Tanker
73556,Active,In Service/Commission,South Korea,2006,Marshall Islands,46101,Chemical/Oil Products Tanker
77380,Active,In Service/Commission,Japan,2006,Singapore,20938,Chemical/Oil Products Tanker
98128,Active,In Service/Commission,Japan,2016,Portugal,25197,Chemical/Oil Products Tanker
115455,Active,In Service/Commission,China,2008,Singapore,9259,Chemical/Oil Products Tanker
98190,Active,In Service/Commission,South Korea,2016,Marshall Islands,115177,Crude/Oil Products Tanker
97400,Active,In Service/Commission,South Korea,2015,France,299995,Crude Oil Tanker
77356,Active,In Service/Commission,China,2007,Singapore,17112,Crude/Oil Products Tanker
77358,Active,In Service/Commission,China,2007,Singapore,17112,Crude/Oil Products Tanker
77346,Active,In Service/Commission,Turkey,2007,Malta,16744,Crude/Oil Products Tanker
98278,Active,In Service/Commission,Japan,2016,Marshall Islands,19996,Crude/Oil Products Tanker
66103,Active,In Service/Commission,Spain,1996,Venezuela (Bolivarian Republic of),47144,Products Tanker 
66107,Active,In Service/Commission,Spain,1997,Panama,47144,Products Tanker 
98130,Active,In Service/Commission,Japan,2016,Portugal,25193,Chemical/Oil Products Tanker
77378,Active,In Service/Commission,Japan,2007,Panama,45975,Products Tanker 
98192,Active,In Service/Commission,South Korea,2016,Marshall Islands,109999,Products Tanker 
77382,Active,In Service/Commission,Japan,2007,Panama,20896,Chemical/Oil Products Tanker
77412,Active,In Service/Commission,South Korea,2007,Marshall Islands,37412,Chemical/Oil Products Tanker
98132,Active,In Service/Commission,Japan,2016,Marshall Islands,25197,Chemical/Oil Products Tanker
115463,Active,In Service/Commission,Romania,2006,Bahamas,5447,Products Tanker 
98240,Active,In Service/Commission,South Korea,2016,Marshall Islands,37596,Chemical/Oil Products Tanker
70423,Active,In Service/Commission,South Korea,2003,Panama,106074,Crude/Oil Products Tanker
68006,Active,In Service/Commission,South Korea,1999,Egypt,105570,Crude/Oil Products Tanker
99373,Active,In Service/Commission,Japan,2016,Marshall Islands,19980,Crude/Oil Products Tanker
72306,Active,In Service/Commission,Portugal,2005,Finland,14750,Crude/Oil Products Tanker
75592,Active,In Service/Commission,Japan,2005,Norway,30059,Chemical/Oil Products Tanker
76158,Active,In Service/Commission,Japan,2008,Malaysia,299319,Crude Oil Tanker
98140,Active,In Service/Commission,Japan,2017,Portugal,25194,Chemical/Oil Products Tanker
117241,Active,In Service/Commission,South Korea,2022,Liberia,157747,Crude Oil Tanker
70349,Active,In Service/Commission,South Korea,2002,Liberia,159313,Crude/Oil Products Tanker
98142,Active,In Service/Commission,Japan,2017,Portugal,25193,Chemical/Oil Products Tanker
114110,Active,In Service/Commission,Japan,2003,China,6546,Chemical/Oil Products Tanker
115505,Active,In Service/Commission,Russia,2006,Russian Federation,5600,Products Tanker 
114670,Active,In Service/Commission,Netherlands,1998,Panama,8110,Chemical/Oil Products Tanker
112072,Active,In Service/Commission,Japan,2022,Malta,313164,Crude Oil Tanker
78324,Active,In Service/Commission,Turkey,2006,Denmark,11348,Crude/Oil Products Tanker
98164,Active,In Service/Commission,China,2016,Singapore,56748,Crude/Oil Products Tanker
77424,Active,In Service/Commission,South Korea,2006,Liberia,50890,Crude/Oil Products Tanker
116716,Active,In Service/Commission,Japan,1995,Cameroon,2005,Asphalt/Bitumen Tanker
98242,Active,In Service/Commission,South Korea,2016,Marshall Islands,37596,Chemical/Oil Products Tanker
115439,Active,In Service/Commission,Norway,1996,Norway,9494,Chemical/Oil Products Tanker
77464,Active,In Service/Commission,China,2005,Panama,11999,Crude/Oil Products Tanker
77414,Active,In Service/Commission,China,2007,Panama,110503,Crude/Oil Products Tanker
66151,Active,In Service/Commission,United States of America,1998,United States of America,46069,Crude Oil Tanker
106064,Active,In Service/Commission,Japan,2022,Liberia,313166,Crude Oil Tanker
68014,Inactive,Broken Up,South Korea,1999,Marshall Islands,310139,Crude Oil Tanker
71160,Active,In Service/Commission,South Korea,2004,Nigeria,40219,Chemical/Oil Products Tanker
68016,Active,In Service/Commission,South Korea,2000,Panama,310105,Crude Oil Tanker
98312,Active,In Service/Commission,South Korea,2016,Hong Kong,299448,Crude Oil Tanker
98244,Active,In Service/Commission,South Korea,2016,Marshall Islands,37596,Chemical/Oil Products Tanker
98224,Active,In Service/Commission,South Korea,2017,Belgium,298642,Crude Oil Tanker
77494,Active,In Service/Commission,Norway,2008,Cayman Islands,44080,Chemical/Oil Products Tanker
77416,Active,In Service/Commission,South Korea,2006,Hong Kong,13107,Crude/Oil Products Tanker
66149,Active,In Service/Commission,United States of America,1997,United States of America,45780,Crude Oil Tanker
98304,Active,In Service/Commission,South Korea,2016,Marshall Islands,299999,Crude Oil Tanker
105401,Active,In Service/Commission,South Korea,2021,Marshall Islands,318000,Crude Oil Tanker
115490,Active,In Service/Commission,Japan,2005,Viet Nam,8803,Chemical/Oil Products Tanker
118276,Active,In Service/Commission,China,2022,Liberia,156740,Crude Oil Tanker
116897,Active,In Service/Commission,Netherlands,2003,Sweden,6314,Asphalt/Bitumen Tanker
77034,Active,In Service/Commission,China,2007,China,52687,Crude Oil Tanker
98246,Active,In Service/Commission,South Korea,2017,Marshall Islands,49688,Crude/Oil Products Tanker
77434,Active,In Service/Commission,United States of America,2007,United States of America,46911,Chemical/Oil Products Tanker
77436,Active,In Service/Commission,South Korea,2007,Turkey,13012,Crude/Oil Products Tanker
98188,Active,In Service/Commission,South Korea,2016,Marshall Islands,115063,Crude/Oil Products Tanker
78122,Active,In Service/Commission,South Korea,2006,Norway,51088,Crude/Oil Products Tanker
116901,Active,In Service/Commission,Norway,1971,Russian Federation,1986,Asphalt/Bitumen Tanker
97372,Active,In Service/Commission,South Korea,2016,Hong Kong,299629,Crude Oil Tanker
98226,Active,In Service/Commission,South Korea,2017,Belgium,298767,Crude Oil Tanker
77418,Active,In Service/Commission,Turkey,2007,Gibraltar,17998,Crude/Oil Products Tanker
77438,Active,In Service/Commission,China,2006,Isle of Man,73727,Crude/Oil Products Tanker
98228,Active,In Service/Commission,China,2017,Malta,49999,Crude/Oil Products Tanker
67224,Active,In Service/Commission,Germany,1997,Cyprus,12008,Crude/Oil Products Tanker
78725,Active,In Service/Commission,China,2009,China,45790,Products Tanker 
114625,Active,In Service/Commission,Spain,1996,Turkey,5764,Chemical/Oil Products Tanker
98232,Active,In Service/Commission,China,2017,Malta,49999,Crude/Oil Products Tanker
77476,Active,In Service/Commission,South Korea,2007,Marshall Islands,37456,Crude/Oil Products Tanker
77546,Active,In Service/Commission,United States of America,2008,United States of America,46817,Crude/Oil Products Tanker
76438,Active,In Service/Commission,South Korea,2006,"Korea, Republic of",12900,Crude/Oil Products Tanker
115732,Active,In Service/Commission,Japan,1995,Singapore,6701,Chemical/Oil Products Tanker
115877,Active,In Service/Commission,Russia,1998,Liberia,6590,Products Tanker 
77372,Active,In Service/Commission,South Korea,2007,Panama,47786,Chemical/Oil Products Tanker
77440,Active,In Service/Commission,China,2006,Isle of Man,73727,Crude/Oil Products Tanker
76320,Active,In Service/Commission,Japan,2006,Liberia,19969,Crude/Oil Products Tanker
77444,Active,In Service/Commission,China,2006,Marshall Islands,73582,Crude/Oil Products Tanker
77448,Active,In Service/Commission,China,2007,Liberia,73784,Crude/Oil Products Tanker
76904,Active,In Service/Commission,South Korea,2007,Tuvalu,13031,Crude/Oil Products Tanker
77452,Active,In Service/Commission,Japan,2006,Liberia,25197,Chemical/Oil Products Tanker
77450,Active,In Service/Commission,Romania,2006,Italy,40441,Chemical/Oil Products Tanker
115512,Active,In Service/Commission,China,2011,China,6531,Chemical/Oil Products Tanker
77454,Active,In Service/Commission,Japan,2006,Liberia,25197,Chemical/Oil Products Tanker
77456,Active,In Service/Commission,China,2005,Norway,16657,Crude/Oil Products Tanker
75346,Active,In Service/Commission,South Korea,2007,Liberia,39378,Chemical/Oil Products Tanker
98254,Active,In Service/Commission,South Korea,2016,Norway,49999,Crude/Oil Products Tanker
77482,Active,In Service/Commission,South Korea,2007,Viet Nam,13153,Crude/Oil Products Tanker
115506,Active,In Service/Commission,China,2006,Panama,7695,Products Tanker 
77458,Active,In Service/Commission,South Korea,2007,Marshall Islands,50922,Crude/Oil Products Tanker
70517,Active,In Service/Commission,South Korea,2002,Cameroon,309288,Crude Oil Tanker
98234,Active,In Service/Commission,South Korea,2016,Marshall Islands,37296,Chemical/Oil Products Tanker
114421,Active,In Service/Commission,Spain,1996,Turkey,9631,Chemical/Oil Products Tanker
98306,Active,In Service/Commission,South Korea,2016,Marshall Islands,299991,Crude Oil Tanker
95668,Active,In Service/Commission,United States of America,2016,United States of America,49172,Crude/Oil Products Tanker
78284,Active,In Service/Commission,Japan,2009,Greece,107593,Crude/Oil Products Tanker
77484,Active,In Service/Commission,South Korea,2006,United Kingdom,13158,Crude/Oil Products Tanker
77486,Active,In Service/Commission,South Korea,2008,Malta,13148,Crude/Oil Products Tanker
77526,Active,In Service/Commission,South Korea,2008,Marshall Islands,37293,Crude/Oil Products Tanker
112167,Active,In Service/Commission,South Korea,2021,Liberia,158005,Crude Oil Tanker
112842,Active,In Service/Commission,China,2022,Liberia,157327,Crude Oil Tanker
115380,Active,In Service/Commission,Russia,2003,Nigeria,6620,Products Tanker 
115528,Active,In Service/Commission,South Korea,2011,Liberia,8965,Chemical/Oil Products Tanker
90303,Active,In Service/Commission,South Korea,2013,Marshall Islands,74986,Crude/Oil Products Tanker
98412,Active,In Service/Commission,South Korea,2016,Singapore,74634,Crude/Oil Products Tanker
70533,Active,In Service/Commission,South Korea,2003,Liberia,92968,Crude/Oil Products Tanker
77488,Active,In Service/Commission,Turkey,2007,Barbados,17998,Crude/Oil Products Tanker
116456,Active,In Service/Commission,China,2022,Hong Kong,37500,Products Tanker 
77528,Active,In Service/Commission,South Korea,2008,Gabon,37321,Crude/Oil Products Tanker
98298,Active,In Service/Commission,Japan,2015,Japan,30732,Chemical/Oil Products Tanker
98308,Active,In Service/Commission,South Korea,2015,Hong Kong,299629,Crude Oil Tanker
98314,Active,In Service/Commission,South Korea,2016,Singapore,299996,Crude Oil Tanker
98318,Active,In Service/Commission,South Korea,2016,Bahamas,109999,Crude/Oil Products Tanker
98410,Active,In Service/Commission,South Korea,2016,Singapore,74670,Crude/Oil Products Tanker
77490,Active,In Service/Commission,South Korea,2007,Gabon,37159,Chemical/Oil Products Tanker
77504,Active,In Service/Commission,South Korea,2007,Liberia,306506,Crude Oil Tanker
98316,Active,In Service/Commission,South Korea,2016,Hong Kong,299999,Crude Oil Tanker
66211,Active,In Service/Commission,South Korea,1996,Iran (Islamic Republic of),46162,Chemical/Oil Products Tanker
77492,Active,In Service/Commission,Norway,2008,Cayman Islands,44044,Chemical/Oil Products Tanker
77530,Active,In Service/Commission,South Korea,2008,Gabon,37296,Crude/Oil Products Tanker
77506,Active,In Service/Commission,South Korea,2008,Malta,321300,Crude Oil Tanker
58003,Active,In Service/Commission,Japan,1977,Indonesia,36504,Products Tanker 
77532,Active,In Service/Commission,South Korea,2008,Marshall Islands,37282,Chemical/Oil Products Tanker
68089,Active,In Service/Commission,Japan,1998,Turkey,10307,Crude/Oil Products Tanker
77510,Active,In Service/Commission,Japan,2005,Viet Nam,19925,Crude/Oil Products Tanker
77508,Active,In Service/Commission,South Korea,2009,Hong Kong,321300,Crude Oil Tanker
77426,Active,In Service/Commission,South Korea,2006,Liberia,50922,Crude/Oil Products Tanker
72918,Active,In Service/Commission,Japan,2004,Marshall Islands,106516,Crude/Oil Products Tanker
77578,Active,In Service/Commission,South Korea,2007,Argentina,13146,Crude/Oil Products Tanker
98414,Active,In Service/Commission,South Korea,2016,Singapore,74663,Crude/Oil Products Tanker
67760,Active,In Service/Commission,Japan,1998,Indonesia,46986,Products Tanker 
77534,Active,In Service/Commission,South Korea,2008,Marshall Islands,37313,Crude/Oil Products Tanker
90305,Active,In Service/Commission,South Korea,2013,Liberia,74986,Crude/Oil Products Tanker
98046,Active,In Service/Commission,Croatia,2022,Cyprus,49999,Crude/Oil Products Tanker
116457,Active,In Service/Commission,China,2022,Liberia,23500,Chemical/Oil Products Tanker
74370,Active,In Service/Commission,Romania,2006,Malta,40416,Chemical/Oil Products Tanker
77568,Active,In Service/Commission,South Korea,2009,Marshall Islands,321300,Crude Oil Tanker
115535,Active,In Service/Commission,China,2008,Malta,8025,Chemical/Oil Products Tanker
118277,Active,In Service/Commission,South Korea,2023,Marshall Islands,299590,Crude Oil Tanker
77544,Active,In Service/Commission,United States of America,2008,United States of America,46812,Chemical/Oil Products Tanker
77540,Active,In Service/Commission,United States of America,2007,United States of America,46817,Chemical/Oil Products Tanker
114266,Inactive,Broken Up,Japan,1983,"Tanzania, United Republic of",5260,Products Tanker 
68121,Active,In Service/Commission,South Korea,1999,India,32950,Products Tanker 
74222,Active,In Service/Commission,China,2005,Singapore,29031,Chemical/Oil Products Tanker
77594,Active,In Service/Commission,Japan,2006,Indonesia,12990,Crude/Oil Products Tanker
77550,Active,In Service/Commission,United States of America,2009,United States of America,46815,Chemical/Oil Products Tanker
76514,Active,In Service/Commission,Japan,2006,Liberia,70374,Crude/Oil Products Tanker
77552,Active,In Service/Commission,United States of America,2010,United States of America,46666,Crude/Oil Products Tanker
78757,Active,In Service/Commission,Japan,2009,Malta,47401,Products Tanker 
77542,Active,In Service/Commission,United States of America,2007,United States of America,46911,Chemical/Oil Products Tanker
77554,Active,In Service/Commission,United States of America,2010,United States of America,46666,Crude/Oil Products Tanker
75146,Active,In Service/Commission,South Korea,2007,Bahamas,105583,Crude/Oil Products Tanker
115544,Active,In Service/Commission,Japan,2002,Malaysia,6536,Chemical/Oil Products Tanker
98332,Active,In Service/Commission,China,2016,Marshall Islands,300933,Crude Oil Tanker
77162,Active,In Service/Commission,Russia,2006,Kazakhstan,12365,Crude/Oil Products Tanker
77614,Active,In Service/Commission,Japan,2006,Singapore,19000,Crude/Oil Products Tanker
77556,Active,In Service/Commission,United States of America,2011,United States of America,46287,Crude/Oil Products Tanker
97060,Active,In Service/Commission,South Korea,2016,Marshall Islands,45923,Crude/Oil Products Tanker
77570,Active,In Service/Commission,South Korea,2009,Singapore,321300,Crude Oil Tanker
77572,Active,In Service/Commission,South Korea,2006,Gibraltar,13130,Crude/Oil Products Tanker
98416,Active,In Service/Commission,South Korea,2016,Singapore,74613,Crude/Oil Products Tanker
112206,Active,In Service/Commission,China,2022,Liberia,157552,Crude Oil Tanker
115790,Active,In Service/Commission,China,2014,Russian Federation,6573,Chemical/Oil Products Tanker
77574,Active,In Service/Commission,South Korea,2006,Gibraltar,13130,Crude/Oil Products Tanker
76148,Active,In Service/Commission,South Korea,2006,Liberia,47872,Crude/Oil Products Tanker
115555,Active,In Service/Commission,Turkey,2008,Malta,6023,Chemical/Oil Products Tanker
97360,Active,In Service/Commission,South Korea,2016,Malta,49975,Crude/Oil Products Tanker
115114,Active,In Service/Commission,Japan,1996,Panama,8511,Chemical/Oil Products Tanker
114479,Active,In Service/Commission,China,2014,Russian Federation,6573,Chemical/Oil Products Tanker
66354,Active,In Service/Commission,Italy,1996,Turkey,10106,Crude/Oil Products Tanker
96936,Active,In Service/Commission,Vietnam,2016,Malta,39309,Chemical/Oil Products Tanker
104092,Active,In Service/Commission,Vietnam,2020,Marshall Islands,50000,Products Tanker 
75716,Active,In Service/Commission,Japan,2006,Panama,115567,Crude/Oil Products Tanker
115214,Active,In Service/Commission,Turkey,2005,Russian Federation,6526,Products Tanker 
77698,Active,In Service/Commission,South Korea,2008,Iran (Islamic Republic of),164154,Crude/Oil Products Tanker
66324,Active,In Service/Commission,France,1999,Cayman Islands,37141,Chemical/Oil Products Tanker
76880,Active,In Service/Commission,Japan,2007,Panama,311141,Crude Oil Tanker
100690,Active,In Service/Commission,Turkey,2018,Liberia,15081,Crude/Oil Products Tanker
98422,Active,In Service/Commission,China,2016,Hong Kong,310595,Crude Oil Tanker
114144,Active,In Service/Commission,Russia,2014,Russian Federation,6619,Products Tanker 
75568,Active,In Service/Commission,South Korea,2005,Denmark,47036,Chemical/Oil Products Tanker
75390,Active,In Service/Commission,South Korea,2007,Panama,40208,Chemical/Oil Products Tanker
98484,Active,In Service/Commission,Taiwan,2017,Taiwan,46669,Products Tanker 
77602,Active,In Service/Commission,South Korea,2007,Liberia,51269,Crude/Oil Products Tanker
114285,Active,In Service/Commission,Russia,2014,Russian Federation,6619,Products Tanker 
76752,Active,In Service/Commission,South Korea,2007,Viet Nam,50530,Crude/Oil Products Tanker
117090,Active,In Service/Commission,South Korea,2022,Liberia,157095,Crude Oil Tanker
77636,Active,In Service/Commission,South Korea,2008,Hong Kong,49999,Chemical/Oil Products Tanker
77604,Active,In Service/Commission,South Korea,2008,Liberia,104535,Crude/Oil Products Tanker
78815,Active,In Service/Commission,South Korea,2008,Liberia,160391,Crude/Oil Products Tanker
77674,Active,In Service/Commission,South Korea,2008,Malta,116038,Crude/Oil Products Tanker
78444,Active,In Service/Commission,South Korea,2008,Liberia,51278,Crude/Oil Products Tanker
66308,Active,In Service/Commission,Japan,1996,Panama,12743,Crude/Oil Products Tanker
75344,Active,In Service/Commission,South Korea,2007,Greece,39378,Chemical/Oil Products Tanker
71266,Active,In Service/Commission,Japan,2001,Liberia,149995,Crude/Oil Products Tanker
104949,Active,In Service/Commission,China,2021,Marshall Islands,82447,Ore/Oil Carrier
98406,Active,In Service/Commission,South Korea,2016,Singapore,74634,Crude/Oil Products Tanker
115041,Active,In Service/Commission,Japan,2014,Singapore,7639,Chemical/Oil Products Tanker
98396,Active,In Service/Commission,Japan,2016,Panama,299977,Crude Oil Tanker
77606,Active,In Service/Commission,South Korea,2008,Liberia,104542,Crude/Oil Products Tanker
98464,Active,In Service/Commission,Japan,2015,Hong Kong,12494,Crude/Oil Products Tanker
98398,Active,In Service/Commission,Japan,2017,Panama,299981,Crude Oil Tanker
76450,Active,In Service/Commission,Croatia,2008,Panama,74996,Crude/Oil Products Tanker
77634,Active,In Service/Commission,South Korea,2008,Hong Kong,49999,Chemical/Oil Products Tanker
68191,Active,In Service/Commission,Japan,1999,Gabon,47053,Products Tanker 
77608,Active,In Service/Commission,Japan,2007,Indonesia,38106,Chemical/Oil Products Tanker
116669,Active,In Service/Commission,Germany,1981,Comoros,2770,Asphalt/Bitumen Tanker
77610,Active,In Service/Commission,Japan,2007,Indonesia,45998,Products Tanker 
68193,Active,In Service/Commission,Denmark,1999,Cayman Islands,37236,Chemical/Oil Products Tanker
115575,Active,In Service/Commission,South Korea,2005,Philippines,5500,Chemical/Oil Products Tanker
115832,Active,In Service/Commission,Japan,2006,Malta,8817,Chemical/Oil Products Tanker
118474,Active,In Service/Commission,Vietnam,2023,Marshall Islands,50132,Products Tanker 
77612,Active,In Service/Commission,Japan,2008,Belize,45994,Products Tanker 
72462,Active,In Service/Commission,Japan,2004,Panama,149999,Crude/Oil Products Tanker
75010,Active,In Service/Commission,Japan,2006,Liberia,74994,Crude/Oil Products Tanker
70579,Active,In Service/Commission,South Korea,2001,Belize,37278,Chemical/Oil Products Tanker
77638,Active,In Service/Commission,South Korea,2008,Hong Kong,49999,Chemical/Oil Products Tanker
98466,Active,In Service/Commission,Japan,2015,Singapore,12479,Crude/Oil Products Tanker
71394,Active,In Service/Commission,Japan,2003,Liberia,300257,Crude Oil Tanker
66338,Active,In Service/Commission,Spain,1997,Iran (Islamic Republic of),19087,Crude/Oil Products Tanker
118368,Active,In Service/Commission,China,2022,Greece,156669,Crude Oil Tanker
78308,Active,In Service/Commission,China,2008,Gibraltar,16608,Crude/Oil Products Tanker
98402,Active,In Service/Commission,South Korea,2015,Singapore,74547,Crude/Oil Products Tanker
70609,Active,In Service/Commission,South Korea,2003,Panama,105109,Crude/Oil Products Tanker
77700,Active,In Service/Commission,South Korea,2009,Iran (Islamic Republic of),164154,Crude/Oil Products Tanker
78677,Active,In Service/Commission,China,2009,Bahamas,159021,Crude/Oil Products Tanker
115583,Active,In Service/Commission,Malaysia,1997,Togo,9025,Chemical/Oil Products Tanker
98486,Active,In Service/Commission,Taiwan,2017,Taiwan,40000,Products Tanker 
115751,Active,In Service/Commission,Japan,2005,Viet Nam,7958,Chemical/Oil Products Tanker
74192,Active,In Service/Commission,Croatia,2005,Panama,65125,Crude/Oil Products Tanker
75296,Active,In Service/Commission,South Korea,2006,Hong Kong,317826,Crude Oil Tanker
78138,Active,In Service/Commission,South Korea,2007,Panama,11341,Crude/Oil Products Tanker
118280,Active,In Service/Commission,South Korea,2022,Malta,157747,Crude Oil Tanker
88787,Active,In Service/Commission,China,2010,Portugal,19175,Crude/Oil Products Tanker
115586,Active,In Service/Commission,China,2011,Indonesia,7000,Products Tanker 
114426,Active,In Service/Commission,Portugal,1997,United Kingdom,5846,Chemical/Oil Products Tanker
66396,Active,In Service/Commission,South Korea,1997,Hong Kong,45809,Chemical/Oil Products Tanker
67992,Active,In Service/Commission,Croatia,1999,Indonesia,19996,Crude/Oil Products Tanker
76014,Active,In Service/Commission,Japan,2005,India,47999,Products Tanker 
72408,Active,In Service/Commission,China,2002,China,40560,Products Tanker 
75174,Active,In Service/Commission,Japan,2006,Japan,302488,Crude Oil Tanker
66384,Active,In Service/Commission,Singapore,1996,Panama,12083,Crude/Oil Products Tanker
98404,Active,In Service/Commission,South Korea,2016,Singapore,74665,Products Tanker 
66410,Active,In Service/Commission,Singapore,1996,Dominica,13611,Crude/Oil Products Tanker
114459,Active,In Service/Commission,Turkey,2007,Malta,8019,Chemical/Oil Products Tanker
66382,Active,In Service/Commission,Singapore,1996,Panama,12083,Crude/Oil Products Tanker
76982,Active,In Service/Commission,Netherlands,2007,Liberia,12279,Crude/Oil Products Tanker
115083,Active,In Service/Commission,Turkey,2015,Liberia,7084,Chemical/Oil Products Tanker
68886,Active,In Service/Commission,Japan,1999,Panama,45303,Chemical/Oil Products Tanker
74156,Active,In Service/Commission,Spain,2005,Italy,21600,Chemical/Oil Products Tanker
78679,Active,In Service/Commission,China,2009,Bahamas,159021,Crude/Oil Products Tanker
77704,Active,In Service/Commission,South Korea,2008,Iran (Islamic Republic of),317356,Crude Oil Tanker
77684,Active,In Service/Commission,South Korea,2007,Marshall Islands,49933,Crude Oil Tanker
77686,Active,In Service/Commission,South Korea,2008,Panama,50400,Crude Oil Tanker
77894,Active,In Service/Commission,Japan,2007,Panama,19980,Crude/Oil Products Tanker
70691,Active,In Service/Commission,China,2002,Panama,34801,Products Tanker 
98495,Active,In Service/Commission,Japan,2017,Bahamas,79945,Products Tanker 
113943,Active,In Service/Commission,China,2022,Panama,33293,Products Tanker 
77694,Active,In Service/Commission,South Korea,2008,Iran (Islamic Republic of),317367,Crude Oil Tanker
116762,Active,In Service/Commission,South Korea,2017,Marshall Islands,36681,Asphalt/Bitumen Tanker
77784,Active,In Service/Commission,China,2008,Bahamas,73730,Crude/Oil Products Tanker
79623,Active,In Service/Commission,Romania,2008,Marshall Islands,40416,Chemical/Oil Products Tanker
76444,Active,In Service/Commission,South Korea,2008,Marshall Islands,13153,Crude/Oil Products Tanker
73912,Active,In Service/Commission,Japan,2004,Panama,299988,Crude Oil Tanker
66400,Active,In Service/Commission,Japan,1996,Indonesia,30938,Crude/Oil Products Tanker
97922,Active,In Service/Commission,Japan,2016,Marshall Islands,114737,Crude/Oil Products Tanker
98555,Active,In Service/Commission,South Korea,2016,Singapore,74997,Crude/Oil Products Tanker
69778,Active,In Service/Commission,China,2001,Cook Islands,14796,Crude/Oil Products Tanker
99697,Active,In Service/Commission,South Korea,2016,Marshall Islands,36681,Asphalt/Bitumen Tanker
75734,Active,In Service/Commission,Japan,2006,Viet Nam,105465,Crude/Oil Products Tanker
97534,Active,In Service/Commission,South Korea,2017,Marshall Islands,39999,Chemical/Oil Products Tanker
76930,Active,In Service/Commission,China,2006,Singapore,29017,Chemical/Oil Products Tanker
76976,Active,In Service/Commission,Romania,2009,Panama,15004,Crude/Oil Products Tanker
77732,Active,In Service/Commission,South Korea,2009,Iran (Islamic Republic of),319999,Crude Oil Tanker
75556,Active,In Service/Commission,South Korea,2007,Liberia,159233,Crude/Oil Products Tanker
105319,Active,In Service/Commission,Japan,2021,Bahamas,159153,Crude Oil Tanker
74106,Active,In Service/Commission,Germany,2005,Seychelles,37558,Chemical/Oil Products Tanker
90335,Active,In Service/Commission,China,2012,Liberia,299996,Crude Oil Tanker
67242,Active,In Service/Commission,Japan,1998,Panama,300058,Crude Oil Tanker
77742,Active,In Service/Commission,China,2009,Liberia,307284,Crude Oil Tanker
77812,Active,In Service/Commission,Spain,2007,Italy,21665,Chemical/Oil Products Tanker
118281,Active,In Service/Commission,South Korea,2023,Marshall Islands,299450,Crude Oil Tanker
77734,Active,In Service/Commission,South Korea,2009,Iran (Islamic Republic of),319999,Crude Oil Tanker
115849,Active,In Service/Commission,China,2009,Marshall Islands,5683,Chemical/Oil Products Tanker
77740,Active,In Service/Commission,China,2008,Liberia,307284,Crude Oil Tanker
118282,Active,In Service/Commission,South Korea,2022,Marshall Islands,299988,Crude Oil Tanker
68373,Active,In Service/Commission,Japan,2000,Cameroon,298552,Crude Oil Tanker
98515,Active,In Service/Commission,Romania,2017,Malta,113651,Crude/Oil Products Tanker
117449,Active,In Service/Commission,Vietnam,2022,Malta,49990,Products Tanker 
77788,Active,In Service/Commission,China,2007,Norway,16670,Crude/Oil Products Tanker
68225,Active,In Service/Commission,Italy,1999,Barbados,30031,Chemical/Oil Products Tanker
78883,Active,In Service/Commission,Japan,2008,Panama,45986,Asphalt/Bitumen Tanker
74940,Active,In Service/Commission,China,2006,Panama,298971,Crude Oil Tanker
77744,Active,In Service/Commission,South Korea,2006,Panama,51218,Crude/Oil Products Tanker
68375,Active,In Service/Commission,Japan,2000,Panama,298677,Crude Oil Tanker
98517,Active,In Service/Commission,Romania,2017,Malta,112949,Crude/Oil Products Tanker
77746,Active,In Service/Commission,South Korea,2006,Panama,51218,Crude/Oil Products Tanker
78338,Active,In Service/Commission,South Korea,2009,Russian Federation,72722,Crude/Oil Products Tanker
98519,Active,In Service/Commission,Romania,2017,Malta,113004,Crude/Oil Products Tanker
77816,Active,In Service/Commission,South Korea,2006,Liberia,12901,Crude/Oil Products Tanker
116916,Active,In Service/Commission,Japan,1995,India,1059,Asphalt/Bitumen Tanker
116793,Active,In Service/Commission,Japan,2015,Japan,1403,Asphalt/Bitumen Tanker
115644,Active,In Service/Commission,Indonesia,2015,Indonesia,5573,Products Tanker 
97748,Active,In Service/Commission,Japan,2015,Singapore,22430,Chemical/Oil Products Tanker
77792,Active,In Service/Commission,South Korea,2010,Cayman Islands,46105,Crude/Oil Products Tanker
115395,Active,In Service/Commission,China,2006,Malta,9466,Products Tanker 
98521,Active,In Service/Commission,Romania,2017,Malta,113040,Crude Oil Tanker
112581,Active,In Service/Commission,South Korea,2022,Marshall Islands,113306,Crude Oil Tanker
68347,Active,In Service/Commission,South Korea,2000,Panama,299325,Crude Oil Tanker
76910,Active,In Service/Commission,Japan,2006,Marshall Islands,19991,Crude/Oil Products Tanker
115862,Active,In Service/Commission,China,2022,Portugal,6500,Chemical/Oil Products Tanker
116888,Active,In Service/Commission,China,2015,Marshall Islands,36962,Asphalt/Bitumen Tanker
